"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",3967.04263360616,8285.44857080266,14304.4492344877,15735.4275105218,15985.413396271,16364.2518744297,17741.4848551501,20011.9908869732,24534.9696068994,2094.80878205907,4002.58227785368,3717.41973635924,2255.89602669879,2081.17239580503,1607.94212805473,2880.15304103489,3108.75615457978,2831.70495101054
"2","North West",9980.52118926643,13824.4308109544,14749.9647340108,15175.5500424809,16938.4587289993,17416.6547521809,18459.7132966328,21267.2764670296,24766.6239157155,2763.94196085161,1456.44588900987,1204.54011799379,739.607464413601,774.540949845368,997.793027553654,1301.98952948219,1888.6157886708,1613.99181283506
"3","Yorks & Humber",9691.23887620449,11597.8170384918,12849.7629968022,14400.3743287737,16169.2503781806,19011.676785232,21565.1742018283,22260.8080372173,22862.5614752442,675.699596126684,1247.7103182654,1658.05003258375,2083.49143836403,2404.52255319353,2176.63204063473,1824.56396758529,1158.95823714404,329.009974748651
"4","East Midlands",2559.70972586492,8394.33845201405,10981.1876010782,11983.4666666667,14842.3872437358,15987.687002038,17267.9950664102,19131.3342273463,25361.092512064,1182.80613475929,3152.7158649161,3288.39848433591,2129.11472315453,1633.62900514429,1675.01551641577,1633.72365768473,2182.87682134174,2225.67855985435
"5","West Midlands",9365.15006363531,12889.734784723,14970.0037521224,15495.180699163,17708.5415023462,19863.5725277294,21235.4218546118,22676.3222488789,23077.6439619623,1914.73690199773,2221.46746217243,1547.51450478791,1723.68269147574,1682.95658485122,1919.33333722392,2315.82174441068,2046.19473894321,1667.0738639612
"6","East",10919.2143706472,14682.2737186478,16851.362687005,19293.2129396496,20101.4925373134,23105.7610722804,23741.8104909913,26093.7529742591,28427.4838260257,3086.29923640229,1564.63712711284,1299.34681540175,1207.70317063596,1341.23369344247,1256.52485981799,1301.54000121923,1438.37478408781,1370.44054579962
"7","London",11064.7911190774,16042.22059009,18005.7784579485,20047.6562940944,22670.3172588832,26668.9105926169,27861.784913768,34648.7296849088,40848.7443485322,1663.95237506502,1339.0802621519,1104.05073380456,1503.83062113765,1825.17151011571,1722.14084804012,2720.79279243318,3330.7017484705,2769.46874542615
"8","South East",9261.18124012114,11900.2495666288,15486.65501642,16955.5253422124,19867.2994923858,21479.7023012173,23075.2949457132,24418.410381458,27667.1131172671,1229.06085157056,1561.30762760029,1359.95234149976,1450.12525045885,1250.63155556864,1085.28862680129,1276.60449923047,1166.71650771133,2271.22652969041
"9","South West",7165.75219512195,10909.7680038913,13630.9380983302,16106.2996153796,16524.8427109314,17669.4667514258,18491.8528752453,19590.3798100407,21497.56460248,4897.81249326908,2209.85190167088,2122.51202258213,1537.67547943125,1072.79600411586,707.985676062464,920.692662426957,922.668813698804,2535.35142277663
"10","England",9317.58677742925,12817.043311362,15335.776885607,16900,18839.9905235726,20735.6128137283,23205.1837211443,25943.2599081019,29956.7595218485,NA,NA,NA,NA,NA,NA,NA,NA,NA
