"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_earn",5399.71043981844,1876.03185118278
"2","North West","hh_grossinc_earn",6165.448259242,1030.75473086513
"3","Yorks & Humber","hh_grossinc_earn",8445.6522841108,1388.34233003739
"4","East Midlands","hh_grossinc_earn",5155.19488838775,1247.33641424667
"5","West Midlands","hh_grossinc_earn",6556.86209938253,1624.8420147052
"6","East","hh_grossinc_earn",8965.45936496692,1123.48896745781
"7","London","hh_grossinc_earn",11857.827288688,1563.53186137035
"8","South East","hh_grossinc_earn",9643.77134094968,1067.14756214474
"9","South West","hh_grossinc_earn",7389.02840449821,1162.19476507559
"10","England","hh_grossinc_earn",8890.74987583166,610.893508855495
