"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,2231.42947859578,6522.68133802817,12838.4407701019,17234.8533461724,20483.0071299553,22750.0742746676,26094.335642686,26280.0036422385,1379.65156910161,2652.32098684852,4434.11763533368,5447.47455963384,5550.48981993197,5202.50027999441,4168.59635719258,3258.12269268456,2127.52296371923
"2","North West",0,1233.10754604872,6227.75489952865,8395.69430167514,8666.66666666667,10555.5637869049,12497.5052467547,15161.9727685325,19996.9713476414,1221.87624483269,1867.3136862911,2162.62469832178,1207.66599414213,1199.29116893894,1580.90441331544,1957.36409412832,3095.57371298806,3032.76236726235
"3","Yorks & Humber",0,2142.53430185634,5274.1145967545,7995.02566369798,11338.5328310995,16726.87593049,20017.3887571488,21434.8161132763,24236.0041377272,1296.09168992687,1504.11012358551,2645.11114784669,2732.16886998153,3720.71538153661,3226.67241957697,2875.5612098609,1485.2390669081,1337.40465803756
"4","East Midlands",0,0,2476.42629933337,4787.80321373427,6911.10877512765,10244.3748861823,16117.4454011771,21838.5067069715,24099.0982097387,202.339427377559,997.481742473422,1597.87855231247,1833.44957151146,2013.87675154597,3208.15905620816,3807.133374955,3300.52507612964,1554.04442830896
"5","West Midlands",0,0,0,4305.89793816027,6480.69219012397,9259.99481268915,12610.7440231079,22144.3154597383,26958.7782020132,0,178.425082255148,1588.80275403404,1769.58719306886,2648.22300836688,3505.0189871652,4627.96558621231,4444.31932018315,1596.74901363328
"6","East",0,3515.58268375674,5827.92546532901,7659.81388423599,12211.0397351444,15444.39893988,20620.0270763582,29780.2824094312,33007.1682825876,857.751071258341,1449.69626292966,2428.08162900716,2639.25918046359,3385.94786382574,4545.53952874775,4785.93468978712,3703.11662714408,2676.10854849076
"7","London",0,0,0,5749.08084705883,8978.28691918023,13310.2490378406,19492.1145648776,23845.4815328635,32143.5817444569,0,809.728729550526,1760.39880811595,2611.18873802111,2430.3449543466,2911.53033089829,3198.85520131616,3124.65378298815,2644.8132026559
"8","South East",0,3069.35338345865,6867.00919295411,11485.9566361144,14850.0403385626,19653.9625281058,24323.3061359867,28781.6203307785,32831.4963862635,437.358214501922,1608.07102723028,2395.24471839525,2398.20289117932,2780.3799414408,2938.30717849236,3684.1383004429,3137.00768934137,2686.21526741419
"9","South West",0,4375.59933071324,7069.13400442636,9213.83591449768,10243.413894248,13953.2723434201,15238.2862677937,20145.2958230431,25126.664812583,913.681773085886,1780.65053943005,1617.46478165084,1374.92185936567,1816.64744018432,1961.947606511,3298.5920944191,2859.24947148701,2783.27303794918
"10","England",0,0,4982.60155480717,7824.60908797937,11000.579678862,14770.6809148856,19604.5223830292,24802.2335239878,29732.1814802187,NA,NA,NA,NA,NA,NA,NA,NA,NA
