"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",9112.77233106757,12242.3472901169,13326.3022740525,14369.7970062772,15548,16669.5051262433,17714.7698448667,18224.2211424819,21425.4138686131,1696.1001637086,741.0816677715,501.547602552868,575.849957110847,652.147056156071,590.627547100527,482.708509951437,634.126080659231,1024.79453862803
"2","West",7635.13155080214,12855.4577579807,15382.2320765335,16228.8856518572,17297.214229249,18549.4785002373,19429.7346976744,21150.3903064861,22759.4956521739,1431.72725761298,1538.91256858419,1004.4597946743,768.679420515765,743.379884271452,620.403627747859,658.756824122067,683.354544096872,977.896902397894
"3","East",7316.35899641577,11719.5492358804,15083.9712545676,16432.452173913,18119.2452068618,20147.3630681818,21650.493385214,22685.1217447081,25262.3511698881,1682.99387478303,1486.8323469123,1096.96327419287,795.547371418237,1025.38944184504,1079.80529894743,677.24097049149,672.222893746144,1408.7872224236
"4","London and South East",11960,14454.1545977012,16804.0264044944,19136,21930.6363636364,24605.0086776859,26397.4679599095,28479.505591712,31007.4877571669,1680.83421990677,1066.95641576066,1105.29607642786,1241.28530777081,1327.57959902745,1084.26093498783,950.520918129461,1100.60170332627,738.714631428604
"5","England",10379.6173354735,13468,15167.253593179,16744,18052.4620293555,20176,22256.8330883269,25116,28489.7660778324,NA,NA,NA,NA,NA,NA,NA,NA,NA
