"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_nohb",15149.2897775904,895.296734273565
"2","North West","hh_grossinc_nohb",13071.8405255529,919.475344900528
"3","Yorks & Humber","hh_grossinc_nohb",13656.1717362659,651.051931208126
"4","East Midlands","hh_grossinc_nohb",13734.1575348191,841.924906429742
"5","West Midlands","hh_grossinc_nohb",15734.4966862013,775.105246098533
"6","East","hh_grossinc_nohb",19968.9313966519,900.653558782512
"7","London","hh_grossinc_nohb",20923.3415387592,966.835956669093
"8","South East","hh_grossinc_nohb",18765.549868889,758.145417246345
"9","South West","hh_grossinc_nohb",16976.586009532,636.476359282404
"10","England","hh_grossinc_nohb",17908.7203227982,353.444560315079
