"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6689.61915621437,10130.5811320755,12433.2697318008,13430.7637599094,14097.7453963171,15054.7376049492,15847.8788732394,16984.3643564356,17711.3858113997,2027.60580293499,1247.29313202695,874.601853940507,588.253687722395,573.157314282263,533.244097024995,653.417240270709,555.551760069781,787.416666716458
"2","West",10026.9050752928,12594.3266313933,13832.3668928087,15356.8913169176,15809.7225672878,16835.6836438923,18155.5691633175,18795.1475065617,20907.5885931559,1671.95890812571,859.349213562455,778.3288249241,575.856355095597,660.106715272675,675.106719629849,498.614953994573,451.564333901677,649.852011597777
"3","East",7615.07006780756,11537.4213953488,14339.852688172,15600,17083.7368421053,19047.9617391304,20298.7060121049,22152,24138.9277401894,1370.34647637814,1225.31771783516,1004.36384320318,845.837031128586,949.627328333517,1241.99177315938,861.522884756313,521.595559659707,517.042993464433
"4","London and South East",9711.65809128631,11948.5676767677,14919.1682719547,16806.6775280899,19036.3271162123,20987.925246938,23219.6282373322,25532,27318.5012594458,1100.43603547115,747.574599865923,1192.28803067637,890.462110640317,967.411510940729,915.322941722829,856.895046891994,533.690596515321,1010.80655451111
"5","England",8699.69196757553,11960,13936,15340,16640,17926.1992558909,19604,22152,25116,NA,NA,NA,NA,NA,NA,NA,NA,NA
