"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_earn",11151.8551193495,1950.1484678123
"2","North West","hh_grossinc_earn",8121.84059746581,915.08201097935
"3","Yorks & Humber","hh_grossinc_earn",8982.33044210133,1144.34825287168
"4","East Midlands","hh_grossinc_earn",8060.63991806934,1090.38346783533
"5","West Midlands","hh_grossinc_earn",7495.21001102683,1214.85705718188
"6","East","hh_grossinc_earn",12286.8496740327,1435.60604967754
"7","London","hh_grossinc_earn",11537.9426134906,1240.84899880706
"8","South East","hh_grossinc_earn",13279.2680133569,1151.72981787849
"9","South West","hh_grossinc_earn",10706.0424434964,955.488517485223
"10","England","hh_grossinc_earn",10936.2723789074,495.583251897292
