"","region","category","svy_fun","SE"
"1","North","No carer",0.905805269639101,0.0194710276277557
"2","North","Has carer",0.0941947303608992,0.0194710276277557
"3","West","No carer",0.893410560399006,0.023443102054021
"4","West","Has carer",0.106589439600993,0.023443102054021
"5","East","No carer",0.893926376313529,0.0252567526608312
"6","East","Has carer",0.106073623686471,0.0252567526608312
"7","London and South East","No carer",0.965474833523307,0.0099305739575213
"8","London and South East","Has carer",0.0345251664766933,0.0099305739575213
"9","England","No carer",0.925545316230058,0.00887711232363463
"10","England","Has carer",0.074454683769942,0.00887711232363463
