"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",4680,6946.33333333333,9919.81620253165,13051.1708428246,14352,15942.7517969164,17584.8232421875,17717.1350880251,18463.3512112656,1693.16521353655,1683.51161442271,1970.08021370314,1801.269936191,1563.8293635491,1182.54187326683,1050.10070970985,3048.10425885739,1803.2477932033
"2","North West",6219.77945607585,8210.35174520958,10363.673510649,11885.1003141887,13155.6214915517,14612.2500047895,16392.5887965515,17927.304175279,20111.0372694663,1336.94039134874,892.333844373561,877.640811346302,708.260537765791,706.191881722635,814.734821748304,830.248909202677,689.60857209031,719.073537890555
"3","Yorks & Humber",4576.99954252262,8294.01585291135,9708.82521189875,11734.6248010921,13097.1444600281,14050.3592517487,14933.1361111111,15680.310512653,17257.8036247788,2074.98907939845,1255.80675239362,1383.77201905438,1166.73769606041,905.011996158804,603.25085457161,454.32490929661,582.138174765641,966.4177358628
"4","East Midlands",5171.19231547017,7739.96935483871,9721.66,11499.2481172345,13063.8540659585,14416.0424731183,15587.9914893617,17288.9922293029,19550.6838174274,1109.91884089283,1170.78945588682,1243.95277693253,1011.2323150421,1023.69320587178,710.964319504138,768.2223831916,991.549552567457,1307.03903075961
"5","West Midlands",3882.52558139535,6392.35891609659,9488.5040649802,13197.2700757576,14950.6535960061,16461.8844759571,17118.4516302281,18560.6583768391,19993.879693333,1673.63261305415,2606.24892248355,2327.92954691124,1690.51164574296,1039.01807586436,688.547026311024,610.416886828034,720.201799000486,885.627573460005
"6","East",7817.8360621354,13108.307785503,15634.6824601367,17202.396243746,19322.2099279196,20754.3191304348,22051.1777777778,23335.6131922838,25127.6026622296,2493.88658961809,1813.57694195553,1047.43093113371,1078.92605876353,1035.82096133066,830.98303734164,928.753910971868,740.268464219423,1099.41501076009
"7","London",3607.91061739729,11960,14305.8400219298,16335.96574677,18102.1145534598,22233.9574671446,25927.6045143087,28367.4027360871,30236.4825350037,1682.34379366643,2802.49090903445,1390.97388235636,1536.10205779316,1830.02728103771,2166.84819694353,1679.14329503159,1396.04761096299,1129.73956737539
"8","South East",8437.78397553517,11144.84794272,13364,15368.910148368,17624.0507120692,19370.3577578677,22172.9677837299,24399.7455759599,25638.8767022927,1045.23280133398,846.43649155161,1143.91195686095,1149.02719434947,1106.00115558729,1228.29161252685,1292.70142028684,838.958766710082,266.008843128463
"9","South West",5657.4599755202,7546.18745989305,11725.4554498287,14007.060298459,15544.2610906191,16769.0070351759,18830.3624888889,20805.5632876712,22114.9025935351,1244.02937026833,1545.7143935438,1826.21446976858,1204.71992426089,853.453775793027,857.735579387025,1045.46620947593,768.080576050077,712.06235971551
"10","England",5775.47639515211,9650.72611482072,12016.747489669,14242.0778047147,15652.1840860219,17368,19354.3533092771,22152,25896,NA,NA,NA,NA,NA,NA,NA,NA,NA
