"","region","category","svy_fun","SE"
"1","North East","hh_grossinc",14575.1828877005,841.105466032513
"2","North West","hh_grossinc",14555.0403165597,572.001807317404
"3","Yorks & Humber","hh_grossinc",13287.1917193909,630.59740806473
"4","East Midlands","hh_grossinc",13592.1638996969,804.359527385651
"5","West Midlands","hh_grossinc",14115.6406061376,1044.08259717203
"6","East","hh_grossinc",18658.5900284164,831.424694733431
"7","London","hh_grossinc",21096.2429111307,1142.68790942389
"8","South East","hh_grossinc",18564.5725408374,637.889672760481
"9","South West","hh_grossinc",15879.6113182817,730.377088458627
"10","England","hh_grossinc",17133.5103472668,362.878920518593
