"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_nohb",13369.9792619272,925.78202994626
"2","North West","hh_grossinc_nohb",13176.9184438404,561.153057708869
"3","Yorks & Humber","hh_grossinc_nohb",12122.0965721832,646.178751745363
"4","East Midlands","hh_grossinc_nohb",12662.6801141798,748.929638934811
"5","West Midlands","hh_grossinc_nohb",13186.1554297763,1010.38040721797
"6","East","hh_grossinc_nohb",17956.4437436601,830.709300517994
"7","London","hh_grossinc_nohb",19233.6624768562,1266.68645268267
"8","South East","hh_grossinc_nohb",17504.4248977625,695.03547196441
"9","South West","hh_grossinc_nohb",14767.1232436849,737.168697050648
"10","England","hh_grossinc_nohb",15863.3566114819,389.354456286011
