"","region","category","svy_fun","SE"
"1","North","No school age kids",0.605226854480181,0.0356030697123707
"2","North","Has school age kids",0.394773145519819,0.0356030697123707
"3","West","No school age kids",0.605836944972364,0.0415176025435613
"4","West","Has school age kids",0.394163055027636,0.0415176025435613
"5","East","No school age kids",0.587090520564845,0.0437628875827544
"6","East","Has school age kids",0.412909479435155,0.0437628875827544
"7","London and South East","No school age kids",0.580503729477873,0.0392427907436538
"8","London and South East","Has school age kids",0.419496270522127,0.0392427907436538
"9","England","No school age kids",0.592629430599991,0.0208468116997239
"10","England","Has school age kids",0.40737056940001,0.0208468116997239
