"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",6313.21975332342,13214.3526647623,14544.7728916491,15365.3299859331,16309.9955496217,17810.112191224,19413.9037588148,22611.8029255923,26172.952736752,3130.31296252179,2276.84068752851,1031.96128465725,803.882953906407,1008.78223575414,1704.00279758546,2524.28733488769,3280.08292613293,2998.84129892863
"2","North West",9522.70675381264,11751.3268408551,13356.8706652611,15236.7194287456,16361.9217157268,17812.6359854476,19002.0436570705,20909.5680580762,22801.2206162407,1487.44026540631,759.552303002199,791.997844202487,746.491920050046,661.664288079027,663.043737480062,761.164003076363,838.379649287901,1349.29430417933
"3","Yorks & Humber",8432.38599455552,10407.9207348987,12501.3464292392,13693.4796330275,15753.322697607,17787.2809680721,19581.8702497935,21659.0414989917,24172.9203109378,2573.40912507672,1053.00062947629,995.982436195206,1069.0606178312,1273.30888863381,1307.30212553684,1139.03821642495,1154.65893352467,936.128386239215
"4","East Midlands",6573.51279250765,9673.34493000244,12718.4157109191,14144.4455457437,14793.5130771715,17383.4601995184,19498.9524349939,21278.7009923466,23283.5820895522,1988.29425801224,1570.51240589309,1245.6613821127,600.685947535391,1033.49011133059,1264.21462044997,1344.32642624621,964.089076184828,1031.75311233035
"5","West Midlands",7520.14819817676,9782.03992192658,12896.9107406626,14864.9472161783,15811.5249199817,16862.2855900891,19436.1143439331,24046.1586228163,26957.7326403138,2503.71556657752,3393.21442878318,1579.11568602446,1038.02486123499,725.006823789692,1311.58343115576,2035.19674727705,1861.4555988717,869.776105190205
"6","East",13786.7661878044,15982.165092493,17339.5831972042,19339.6050342781,20373.8283833924,23171.6979991887,25453.7075308612,30042.8023165946,32960.2766920064,3418.97211875634,788.801997716823,888.703196219483,873.018685833934,1157.0639020492,1435.6075090245,1908.87651300718,2223.51578394007,2188.69857933401
"7","London",11886.1428571429,15110.4393142857,17658.0442082517,18633.3333333333,21397.6228818314,22601.4860006537,25292.2477294504,29259.7014925373,37462.4302756292,1310.06801521197,1536.61768094805,1280.49147702895,981.437286649498,1188.23666981834,1124.95199453198,2116.80027568547,3936.12529686903,5440.59936525397
"8","South East",12212.608059897,15615.842364532,18191.2595642159,19426.3104198173,20234.1686065087,22260.2274168545,24346.447523511,28561.1940298507,31885.2066786177,1494.3415549785,1179.49845695448,827.523950254959,518.280138176963,772.953364747773,1139.18895752089,1637.90986489806,1923.36914895171,2495.32142086858
"9","South West",9572.89368035315,12206.9608585315,14340.7289084816,15645.0360036552,18056.3262661955,19524.9588199754,20467.5000887359,23794.5252980453,25770.3457362228,2385.20791002294,1228.80059158811,908.433164624517,1212.8503630566,1033.04620562359,931.261143508642,1223.33454767814,1087.74987668134,1952.00363651323
"10","England",9702.05531583787,13194.0298507463,15237.6539343844,17123.8848379424,18588.5057471264,20403.8313290848,22431.346957962,25315.6414757894,29921.9812800405,NA,NA,NA,NA,NA,NA,NA,NA,NA
