"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,0,0,0,0,5464.67333541731,13617.3173357523,20853.7125455844,26105.1758810965,0,0,0,1241.16466522558,3151.74155527309,5213.47225675151,6664.62985069707,5552.30496937941,3998.22054940629
"2","North West",0,0,0,0,0,0,5320.29571299054,8666.66666666667,12528.9986332704,0,0,0,0,0,1328.93910261338,2205.61435541162,1608.66964232571,2846.46867370918
"3","Yorks & Humber",0,0,0,0,0,0,5105.60816214176,11052.613890238,20498.1113125959,0,0,0,0,0,1434.76845687678,2925.29973959818,3902.18791311074,3366.95716324923
"4","East Midlands",0,0,0,0,1437.64460845117,4673.75976975115,7408.98379920302,14372.5908347542,22646.326787117,0,0,0,534.740135610355,1308.61454525896,2004.15931502218,3264.4939692443,3914.62114685811,2372.20677012281
"5","West Midlands",0,0,0,0,0,0,4786.95187969924,8561.26003402351,21932.0118981811,0,0,0,0,0,1465.45235265878,2364.9561324664,4178.0320750984,4582.44794548354
"6","East",0,0,0,2075.49566891242,5870.86983970739,9133.51317664982,14817.274160828,22425.0591979085,32926.3316744933,0,0,854.658568097657,1528.49562995675,2980.85729526897,2977.36194675853,4848.34899182326,4680.16836246405,3900.65049537542
"7","London",0,0,0,0,0,7478.21382799325,12125.2990569878,19497.1828032157,27121.9802952659,0,0,0,824.336227451371,2031.00973219884,3195.1709158904,2982.58709543798,3281.35511964257,2924.78027521992
"8","South East",0,0,0,842.160341181953,7774.39064039409,12840.5883870324,17288.6814054726,25426.3493831292,31354.7838445072,0,0,403.694486454644,2019.04093921851,3429.58947159811,3054.51716670621,3365.40652593231,3740.48760264213,3222.09233001042
"9","South West",0,0,0,0,6463.09786130914,9583.59281631768,11942.2978809655,15339.8719182475,23211.7066839714,0,0,0,1755.97147460924,2484.9507636021,2268.64312019606,1784.51232336834,3350.53880596003,3252.24694597168
"10","England",0,0,0,0,0,6282.99214246373,11262.6194902468,17693.7135249622,25858.5737313433,NA,NA,NA,NA,NA,NA,NA,NA,NA
